Energy Usage Information
"For location: CA RED FEATHER CT APPLE VALLEY 92307"

Meter Reading Information
"Type of readings: Electricity"

Summary of Electric Power Usage Information*
"Your download will contain interval usage data that is currently available for your selected Service Account. Based on how our systems process and categorize usage data, your download may contain usage data of the following types: actual, estimated, validated or missing. "

Detailed Usage
"Start date: 2021-10-21 23:00:00  for 15 days"

"Data for period starting: 2021-10-22 00:00:00  for 24 hours"
Energy  Delivered time period,Usage Delivered(Real energy in kilowatt-hours)(Real energy in kilowatt-hours),Reading quality
"2021-11-04 11:45:00 to 2021-11-04 12:00:00","0.710",""
"2021-11-04 12:00:00 to 2021-11-04 12:15:00","0.830",""
"2021-11-04 12:15:00 to 2021-11-04 12:30:00","0.890",""
"2021-11-04 12:30:00 to 2021-11-04 12:45:00","1.000",""
"2021-11-04 12:45:00 to 2021-11-04 13:00:00","1.050",""
"2021-11-04 13:00:00 to 2021-11-04 13:15:00","1.080",""
"2021-11-04 13:15:00 to 2021-11-04 13:30:00","1.130",""
"2021-11-04 13:30:00 to 2021-11-04 13:45:00","1.260",""
"2021-11-04 13:45:00 to 2021-11-04 14:00:00","1.270",""
"2021-11-04 14:00:00 to 2021-11-04 14:15:00","1.270",""
"2021-11-04 14:15:00 to 2021-11-04 14:30:00","1.290",""
"2021-11-04 14:30:00 to 2021-11-04 14:45:00","1.280",""
"2021-11-04 14:45:00 to 2021-11-04 15:00:00","1.240",""
"2021-11-04 15:00:00 to 2021-11-04 15:15:00","1.200",""
"2021-11-04 15:15:00 to 2021-11-04 15:30:00","1.160",""
"2021-11-04 15:30:00 to 2021-11-04 15:45:00","1.120",""
"2021-11-04 15:45:00 to 2021-11-04 16:00:00","1.020",""
"2021-11-04 16:00:00 to 2021-11-04 16:15:00","0.930",""
"2021-11-04 16:15:00 to 2021-11-04 16:30:00","0.830",""
"2021-11-04 16:30:00 to 2021-11-04 16:45:00","0.720",""
"2021-11-04 16:45:00 to 2021-11-04 17:00:00","0.570",""
"2021-11-04 17:00:00 to 2021-11-04 17:15:00","0.170",""
"2021-11-04 17:15:00 to 2021-11-04 17:30:00","0.090",""
"2021-11-04 17:30:00 to 2021-11-04 17:45:00","0.020",""
"2021-11-04 17:45:00 to 2021-11-04 18:00:00","0.000",""
"2021-11-04 18:00:00 to 2021-11-04 18:15:00","0.000",""
"2021-11-04 18:15:00 to 2021-11-04 18:30:00","0.000",""
"2021-11-04 18:30:00 to 2021-11-04 18:45:00","0.000",""
"2021-11-04 18:45:00 to 2021-11-04 19:00:00","0.000",""
"2021-11-04 19:00:00 to 2021-11-04 19:15:00","0.000",""
"2021-11-04 19:15:00 to 2021-11-04 19:30:00","0.000",""
"2021-11-04 19:30:00 to 2021-11-04 19:45:00","0.000",""
"2021-11-04 19:45:00 to 2021-11-04 20:00:00","0.000",""
"2021-11-04 20:00:00 to 2021-11-04 20:15:00","0.000",""
"2021-11-04 20:15:00 to 2021-11-04 20:30:00","0.000",""
"2021-11-04 20:30:00 to 2021-11-04 20:45:00","0.000",""
"2021-11-04 20:45:00 to 2021-11-04 21:00:00","0.000",""
"2021-11-04 21:00:00 to 2021-11-04 21:15:00","0.000",""
"2021-11-04 21:15:00 to 2021-11-04 21:30:00","0.000",""
"2021-11-04 21:30:00 to 2021-11-04 21:45:00","0.000",""
"2021-11-04 21:45:00 to 2021-11-04 22:00:00","0.000",""
"2021-11-04 22:00:00 to 2021-11-04 22:15:00","0.000",""
"2021-11-04 22:15:00 to 2021-11-04 22:30:00","0.000",""
"2021-11-04 22:30:00 to 2021-11-04 22:45:00","0.000",""
"2021-11-04 22:45:00 to 2021-11-04 23:00:00","0.000",""
"2021-11-04 23:00:00 to 2021-11-04 23:15:00","0.000",""
"2021-11-04 23:15:00 to 2021-11-04 23:30:00","0.000",""
"2021-11-04 23:30:00 to 2021-11-04 23:45:00","0.000",""
"2021-11-04 23:45:00 to 2021-11-05 00:00:00","0.000",""

"Data for period starting: 2021-11-05 00:00:00  for 24 hours"
Energy  Delivered time period,Usage Delivered(Real energy in kilowatt-hours)(Real energy in kilowatt-hours),Reading quality
"2021-11-05 00:00:00 to 2021-11-05 00:15:00","0.170",""
"2021-11-05 00:15:00 to 2021-11-05 00:30:00","0.160",""
"2021-11-05 00:30:00 to 2021-11-05 00:45:00","0.170",""
"2021-11-05 00:45:00 to 2021-11-05 01:00:00","0.170",""
"2021-11-05 01:00:00 to 2021-11-05 01:15:00","0.150",""
"2021-11-05 01:15:00 to 2021-11-05 01:30:00","0.140",""
"2021-11-05 01:30:00 to 2021-11-05 01:45:00","0.140",""
"2021-11-05 01:45:00 to 2021-11-05 02:00:00","0.150",""
"2021-11-05 02:00:00 to 2021-11-05 02:15:00","0.140",""
"2021-11-05 02:15:00 to 2021-11-05 02:30:00","0.150",""
"2021-11-05 02:30:00 to 2021-11-05 02:45:00","0.130",""
"2021-11-05 02:45:00 to 2021-11-05 03:00:00","0.120",""
"2021-11-05 03:00:00 to 2021-11-05 03:15:00","0.110",""
"2021-11-05 03:15:00 to 2021-11-05 03:30:00","0.130",""
"2021-11-05 03:30:00 to 2021-11-05 03:45:00","0.150",""
"2021-11-05 03:45:00 to 2021-11-05 04:00:00","0.150",""
"2021-11-05 04:00:00 to 2021-11-05 04:15:00","0.160",""
"2021-11-05 04:15:00 to 2021-11-05 04:30:00","0.130",""
"2021-11-05 04:30:00 to 2021-11-05 04:45:00","0.150",""
"2021-11-05 04:45:00 to 2021-11-05 05:00:00","0.150",""
"2021-11-05 05:00:00 to 2021-11-05 05:15:00","0.160",""
"2021-11-05 05:15:00 to 2021-11-05 05:30:00","0.150",""
"2021-11-05 05:30:00 to 2021-11-05 05:45:00","0.260",""
"2021-11-05 05:45:00 to 2021-11-05 06:00:00","0.240",""
"2021-11-05 06:00:00 to 2021-11-05 06:15:00","0.230",""
"2021-11-05 06:15:00 to 2021-11-05 06:30:00","0.250",""
"2021-11-05 06:30:00 to 2021-11-05 06:45:00","0.270",""
"2021-11-05 06:45:00 to 2021-11-05 07:00:00","0.260",""
"2021-11-05 07:00:00 to 2021-11-05 07:15:00","0.270",""
"2021-11-05 07:15:00 to 2021-11-05 07:30:00","0.240",""
"2021-11-05 07:30:00 to 2021-11-05 07:45:00","0.250",""
"2021-11-05 07:45:00 to 2021-11-05 08:00:00","0.340",""
"2021-11-05 08:00:00 to 2021-11-05 08:15:00","0.190",""
"2021-11-05 08:15:00 to 2021-11-05 08:30:00","0.200",""
"2021-11-05 08:30:00 to 2021-11-05 08:45:00","0.140",""
"2021-11-05 08:45:00 to 2021-11-05 09:00:00","0.160",""
"2021-11-05 09:00:00 to 2021-11-05 09:15:00","0.170",""
"2021-11-05 09:15:00 to 2021-11-05 09:30:00","0.150",""
"2021-11-05 09:30:00 to 2021-11-05 09:45:00","0.080",""
"2021-11-05 09:45:00 to 2021-11-05 10:00:00","0.030",""
"2021-11-05 10:00:00 to 2021-11-05 10:15:00","0.000",""
"2021-11-05 10:15:00 to 2021-11-05 10:30:00","0.000",""
"2021-11-05 10:30:00 to 2021-11-05 10:45:00","0.000",""
"2021-11-05 10:45:00 to 2021-11-05 11:00:00","0.000",""
"2021-11-05 11:00:00 to 2021-11-05 11:15:00","0.000",""
"2021-11-05 11:15:00 to 2021-11-05 11:30:00","0.000",""
"2021-11-05 11:30:00 to 2021-11-05 11:45:00","0.000",""
"2021-11-05 11:45:00 to 2021-11-05 12:00:00","0.000",""
"2021-11-05 12:00:00 to 2021-11-05 12:15:00","0.000",""
"2021-11-05 12:15:00 to 2021-11-05 12:30:00","0.000",""
"2021-11-05 12:30:00 to 2021-11-05 12:45:00","0.000",""
"2021-11-05 12:45:00 to 2021-11-05 13:00:00","0.000",""
"2021-11-05 13:00:00 to 2021-11-05 13:15:00","0.000",""
"2021-11-05 13:15:00 to 2021-11-05 13:30:00","0.000",""
"2021-11-05 13:30:00 to 2021-11-05 13:45:00","0.000",""
"2021-11-05 13:45:00 to 2021-11-05 14:00:00","0.000",""
"2021-11-05 14:00:00 to 2021-11-05 14:15:00","0.000",""
"2021-11-05 14:15:00 to 2021-11-05 14:30:00","0.000",""
"2021-11-05 14:30:00 to 2021-11-05 14:45:00","0.000",""
"2021-11-05 14:45:00 to 2021-11-05 15:00:00","0.000",""
"2021-11-05 15:00:00 to 2021-11-05 15:15:00","0.000",""
"2021-11-05 15:15:00 to 2021-11-05 15:30:00","0.000",""
"2021-11-05 15:30:00 to 2021-11-05 15:45:00","0.000",""
"2021-11-05 15:45:00 to 2021-11-05 16:00:00","0.000",""
"2021-11-05 16:00:00 to 2021-11-05 16:15:00","0.000",""
"2021-11-05 16:15:00 to 2021-11-05 16:30:00","0.000",""
"2021-11-05 16:30:00 to 2021-11-05 16:45:00","0.000",""
"2021-11-05 16:45:00 to 2021-11-05 17:00:00","0.000",""
"2021-11-05 17:00:00 to 2021-11-05 17:15:00","0.000",""
"2021-11-05 17:15:00 to 2021-11-05 17:30:00","0.000",""
"2021-11-05 17:30:00 to 2021-11-05 17:45:00","0.040",""
"2021-11-05 17:45:00 to 2021-11-05 18:00:00","0.110",""
"2021-11-05 18:00:00 to 2021-11-05 18:15:00","0.100",""
"2021-11-05 18:15:00 to 2021-11-05 18:30:00","0.100",""
"2021-11-05 18:30:00 to 2021-11-05 18:45:00","0.090",""
"2021-11-05 18:45:00 to 2021-11-05 19:00:00","0.090",""
"2021-11-05 19:00:00 to 2021-11-05 19:15:00","0.070",""
"2021-11-05 19:15:00 to 2021-11-05 19:30:00","0.100",""
"2021-11-05 19:30:00 to 2021-11-05 19:45:00","0.100",""
"2021-11-05 19:45:00 to 2021-11-05 20:00:00","0.090",""
"2021-11-05 20:00:00 to 2021-11-05 20:15:00","0.090",""
"2021-11-05 20:15:00 to 2021-11-05 20:30:00","0.100",""
"2021-11-05 20:30:00 to 2021-11-05 20:45:00","0.070",""
"2021-11-05 20:45:00 to 2021-11-05 21:00:00","0.070",""
"2021-11-05 21:00:00 to 2021-11-05 21:15:00","0.090",""
"2021-11-05 21:15:00 to 2021-11-05 21:30:00","0.110",""
"2021-11-05 21:30:00 to 2021-11-05 21:45:00","0.090",""
"2021-11-05 21:45:00 to 2021-11-05 22:00:00","0.100",""
"2021-11-05 22:00:00 to 2021-11-05 22:15:00","0.090",""
"2021-11-05 22:15:00 to 2021-11-05 22:30:00","0.100",""
"2021-11-05 22:30:00 to 2021-11-05 22:45:00","0.080",""
"2021-11-05 22:45:00 to 2021-11-05 23:00:00","0.100",""
"2021-11-05 23:00:00 to 2021-11-05 23:15:00","0.100",""
"2021-11-05 23:15:00 to 2021-11-05 23:30:00","0.090",""
"2021-11-05 23:30:00 to 2021-11-05 23:45:00","0.090",""
"2021-11-05 23:45:00 to 2021-11-06 00:00:00","0.080",""

"Data for period starting: 2021-11-05 00:00:00  for 24 hours"
Energy  Received time period,Usage Received(Real energy in kilowatt-hours)(Real energy in kilowatt-hours),Reading quality
"2021-11-05 00:00:00 to 2021-11-05 00:15:00","0.000",""
"2021-11-05 00:15:00 to 2021-11-05 00:30:00","0.000",""
"2021-11-05 00:30:00 to 2021-11-05 00:45:00","0.000",""
"2021-11-05 00:45:00 to 2021-11-05 01:00:00","0.000",""
"2021-11-05 01:00:00 to 2021-11-05 01:15:00","0.000",""
"2021-11-05 01:15:00 to 2021-11-05 01:30:00","0.000",""
"2021-11-05 01:30:00 to 2021-11-05 01:45:00","0.000",""
"2021-11-05 01:45:00 to 2021-11-05 02:00:00","0.000",""
"2021-11-05 02:00:00 to 2021-11-05 02:15:00","0.000",""
"2021-11-05 02:15:00 to 2021-11-05 02:30:00","0.000",""
"2021-11-05 02:30:00 to 2021-11-05 02:45:00","0.000",""
"2021-11-05 02:45:00 to 2021-11-05 03:00:00","0.000",""
"2021-11-05 03:00:00 to 2021-11-05 03:15:00","0.000",""
"2021-11-05 03:15:00 to 2021-11-05 03:30:00","0.000",""
"2021-11-05 03:30:00 to 2021-11-05 03:45:00","0.000",""
"2021-11-05 03:45:00 to 2021-11-05 04:00:00","0.000",""
"2021-11-05 04:00:00 to 2021-11-05 04:15:00","0.000",""
"2021-11-05 04:15:00 to 2021-11-05 04:30:00","0.000",""
"2021-11-05 04:30:00 to 2021-11-05 04:45:00","0.000",""
"2021-11-05 04:45:00 to 2021-11-05 05:00:00","0.000",""
"2021-11-05 05:00:00 to 2021-11-05 05:15:00","0.000",""
"2021-11-05 05:15:00 to 2021-11-05 05:30:00","0.000",""
"2021-11-05 05:30:00 to 2021-11-05 05:45:00","0.000",""
"2021-11-05 05:45:00 to 2021-11-05 06:00:00","0.000",""
"2021-11-05 06:00:00 to 2021-11-05 06:15:00","0.000",""
"2021-11-05 06:15:00 to 2021-11-05 06:30:00","0.000",""
"2021-11-05 06:30:00 to 2021-11-05 06:45:00","0.000",""
"2021-11-05 06:45:00 to 2021-11-05 07:00:00","0.000",""
"2021-11-05 07:00:00 to 2021-11-05 07:15:00","0.000",""
"2021-11-05 07:15:00 to 2021-11-05 07:30:00","0.000",""
"2021-11-05 07:30:00 to 2021-11-05 07:45:00","0.000",""
"2021-11-05 07:45:00 to 2021-11-05 08:00:00","0.000",""
"2021-11-05 08:00:00 to 2021-11-05 08:15:00","0.000",""
"2021-11-05 08:15:00 to 2021-11-05 08:30:00","0.000",""
"2021-11-05 08:30:00 to 2021-11-05 08:45:00","0.000",""
"2021-11-05 08:45:00 to 2021-11-05 09:00:00","0.000",""
"2021-11-05 09:00:00 to 2021-11-05 09:15:00","0.000",""
"2021-11-05 09:15:00 to 2021-11-05 09:30:00","0.000",""
"2021-11-05 09:30:00 to 2021-11-05 09:45:00","0.000",""
"2021-11-05 09:45:00 to 2021-11-05 10:00:00","0.000",""
"2021-11-05 10:00:00 to 2021-11-05 10:15:00","0.040",""
"2021-11-05 10:15:00 to 2021-11-05 10:30:00","0.150",""
"2021-11-05 10:30:00 to 2021-11-05 10:45:00","0.270",""
"2021-11-05 10:45:00 to 2021-11-05 11:00:00","0.360",""
"2021-11-05 11:00:00 to 2021-11-05 11:15:00","0.470",""
"2021-11-05 11:15:00 to 2021-11-05 11:30:00","0.550",""
"2021-11-05 11:30:00 to 2021-11-05 11:45:00","0.620",""
"2021-11-05 11:45:00 to 2021-11-05 12:00:00","0.740",""
"2021-11-05 12:00:00 to 2021-11-05 12:15:00","0.820",""
"2021-11-05 12:15:00 to 2021-11-05 12:30:00","0.950",""
"2021-11-05 12:30:00 to 2021-11-05 12:45:00","1.030",""
"2021-11-05 12:45:00 to 2021-11-05 13:00:00","1.050",""
"2021-11-05 13:00:00 to 2021-11-05 13:15:00","1.100",""
"2021-11-05 13:15:00 to 2021-11-05 13:30:00","1.140",""
"2021-11-05 13:30:00 to 2021-11-05 13:45:00","1.230",""
"2021-11-05 13:45:00 to 2021-11-05 14:00:00","1.240",""
"2021-11-05 14:00:00 to 2021-11-05 14:15:00","1.310",""
"2021-11-05 14:15:00 to 2021-11-05 14:30:00","1.280",""
"2021-11-05 14:30:00 to 2021-11-05 14:45:00","1.280",""
"2021-11-05 14:45:00 to 2021-11-05 15:00:00","1.180",""
"2021-11-05 15:00:00 to 2021-11-05 15:15:00","1.140",""
"2021-11-05 15:15:00 to 2021-11-05 15:30:00","1.110",""
"2021-11-05 15:30:00 to 2021-11-05 15:45:00","1.140",""
"2021-11-05 15:45:00 to 2021-11-05 16:00:00","1.090",""
"2021-11-05 16:00:00 to 2021-11-05 16:15:00","0.990",""
"2021-11-05 16:15:00 to 2021-11-05 16:30:00","0.880",""
"2021-11-05 16:30:00 to 2021-11-05 16:45:00","0.760",""
"2021-11-05 16:45:00 to 2021-11-05 17:00:00","0.650",""
"2021-11-05 17:00:00 to 2021-11-05 17:15:00","0.530",""
"2021-11-05 17:15:00 to 2021-11-05 17:30:00","0.390",""
"2021-11-05 17:30:00 to 2021-11-05 17:45:00","0.110",""
"2021-11-05 17:45:00 to 2021-11-05 18:00:00","0.000",""
"2021-11-05 18:00:00 to 2021-11-05 18:15:00","0.000",""
"2021-11-05 18:15:00 to 2021-11-05 18:30:00","0.000",""
"2021-11-05 18:30:00 to 2021-11-05 18:45:00","0.000",""
"2021-11-05 18:45:00 to 2021-11-05 19:00:00","0.000",""
"2021-11-05 19:00:00 to 2021-11-05 19:15:00","0.000",""
"2021-11-05 19:15:00 to 2021-11-05 19:30:00","0.000",""
"2021-11-05 19:30:00 to 2021-11-05 19:45:00","0.000",""
"2021-11-05 19:45:00 to 2021-11-05 20:00:00","0.000",""
"2021-11-05 20:00:00 to 2021-11-05 20:15:00","0.000",""
"2021-11-05 20:15:00 to 2021-11-05 20:30:00","0.000",""
"2021-11-05 20:30:00 to 2021-11-05 20:45:00","0.000",""
"2021-11-05 20:45:00 to 2021-11-05 21:00:00","0.000",""
"2021-11-05 21:00:00 to 2021-11-05 21:15:00","0.000",""
"2021-11-05 21:15:00 to 2021-11-05 21:30:00","0.000",""
"2021-11-05 21:30:00 to 2021-11-05 21:45:00","0.000",""
"2021-11-05 21:45:00 to 2021-11-05 22:00:00","0.000",""
"2021-11-05 22:00:00 to 2021-11-05 22:15:00","0.000",""
"2021-11-05 22:15:00 to 2021-11-05 22:30:00","0.000",""
"2021-11-05 22:30:00 to 2021-11-05 22:45:00","0.000",""
"2021-11-05 22:45:00 to 2021-11-05 23:00:00","0.000",""
"2021-11-05 23:00:00 to 2021-11-05 23:15:00","0.000",""
"2021-11-05 23:15:00 to 2021-11-05 23:30:00","0.000",""
"2021-11-05 23:30:00 to 2021-11-05 23:45:00","0.000",""
"2021-11-05 23:45:00 to 2021-11-06 00:00:00","0.000",""
 
